address_components,formatted_address,geometry,place_id,types
"[{'long_name': 'Syria', 'short_name': 'SY', 'types': ['country', 'political']}]",Syria,"{'bounds': {'northeast': {'lat': 37.318693, 'lng': 42.376309}, 'southwest': {'lat': 32.311136, 'lng': 35.62869999999999}}, 'location': {'lat': 34.80207499999999, 'lng': 38.996815}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 37.318693, 'lng': 42.376309}, 'southwest': {'lat': 32.311136, 'lng': 35.62869999999999}}}",ChIJp8Y8QdzmGBURIPYqiPRGdYc,"['country', 'political']"
